"Date","Local.Site.Name","County","meanlatitude","meanlongitude","Month","Year","PM2.5","Ozone"
2024-06-21,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,38,40
2024-06-21,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,42
2024-06-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,53,51
2024-06-21,"Millbrook School","Wake",35.856111,-78.574167,6,2024,44,46
2024-06-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,29,34
2024-06-21,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,45,44
2024-06-22,"Bryson City","Swain",35.434767,-83.442133,6,2024,NA,37
2024-06-22,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,23,19
2024-06-22,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,41,33
2024-06-22,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,34,24
2024-06-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,29,28
2024-06-22,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,43,36
2024-06-22,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,37,29
2024-06-22,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,46
2024-06-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,42,31
2024-06-22,"Millbrook School","Wake",35.856111,-78.574167,6,2024,31,27
2024-06-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,25,26
2024-06-22,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,32,30
2024-06-23,"Bryson City","Swain",35.434767,-83.442133,6,2024,NA,43
2024-06-23,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,20,26
2024-06-23,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,42.5,37
2024-06-23,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,39,29
2024-06-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,37,43
2024-06-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,39,32
2024-06-23,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,44.5,39
2024-06-23,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,31,31
2024-06-23,"Linville Falls","Avery",35.972347,-81.933072,6,2024,44,42
2024-06-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,44,34
2024-06-23,"Millbrook School","Wake",35.856111,-78.574167,6,2024,31.5,30
2024-06-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,26,27
2024-06-23,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,27,31
2024-06-24,"Bryson City","Swain",35.434767,-83.442133,6,2024,NA,51
2024-06-24,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,46.5,38
2024-06-24,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,37,51
2024-06-24,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,51,49
2024-06-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,49,64
2024-06-24,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,38,61
2024-06-24,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,50,42
2024-06-24,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,58
2024-06-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,38,50
2024-06-24,"Millbrook School","Wake",35.856111,-78.574167,6,2024,49,61
2024-06-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,50,42
2024-06-24,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,53,64
2024-06-25,"Bryson City","Swain",35.434767,-83.442133,6,2024,NA,41
2024-06-25,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,36,43
2024-06-25,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,42,64
2024-06-25,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,51,77
2024-06-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,NA,54
2024-06-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,52,115
2024-06-25,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,43,71
2024-06-25,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,44,50
2024-06-25,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,47
2024-06-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,39,67
2024-06-25,"Millbrook School","Wake",35.856111,-78.574167,6,2024,48,80
2024-06-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,37,48
2024-06-25,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,47,77
2024-06-26,"Bryson City","Swain",35.434767,-83.442133,6,2024,36,48
2024-06-26,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,16,30
2024-06-26,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,60,100
2024-06-26,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,58,58
2024-06-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,NA,90
2024-06-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,59,74
2024-06-26,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,61,105
2024-06-26,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,33,67
2024-06-26,"Linville Falls","Avery",35.972347,-81.933072,6,2024,29,61
2024-06-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,62,84
2024-06-26,"Millbrook School","Wake",35.856111,-78.574167,6,2024,56.5,74
2024-06-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,48,46
2024-06-26,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,54,84
2024-06-27,"Bryson City","Swain",35.434767,-83.442133,6,2024,45,34
2024-06-27,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,36,39
2024-06-27,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,51,40
2024-06-27,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,54,43
2024-06-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,NA,38
2024-06-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,53,51
2024-06-27,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,53,49
2024-06-27,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,49,44
2024-06-27,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,36
2024-06-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,41,46
2024-06-27,"Millbrook School","Wake",35.856111,-78.574167,6,2024,48,45
2024-06-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,48,43
2024-06-27,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,47,NA
2024-06-28,"Bryson City","Swain",35.434767,-83.442133,6,2024,49,35
2024-06-28,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,37,45
2024-06-28,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,53,67
2024-06-28,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,53,67
2024-06-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,NA,39
2024-06-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,56,51
2024-06-28,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,55,77
2024-06-28,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,41,61
2024-06-28,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,50
2024-06-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,52,74
2024-06-28,"Millbrook School","Wake",35.856111,-78.574167,6,2024,50,67
2024-06-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,36,49
2024-06-28,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,52,64
2024-06-29,"Bryson City","Swain",35.434767,-83.442133,6,2024,38,29
2024-06-29,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,19,30
2024-06-29,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,41,36
2024-06-29,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,51,43
2024-06-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2024,14,33
2024-06-29,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,34,35
2024-06-29,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,50,39
2024-06-29,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,46,36
2024-06-29,"Linville Falls","Avery",35.972347,-81.933072,6,2024,33,28
2024-06-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,49,37
2024-06-29,"Millbrook School","Wake",35.856111,-78.574167,6,2024,50,45
2024-06-29,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,37,33
2024-06-29,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,47,42
2024-06-30,"Bryson City","Swain",35.434767,-83.442133,6,2024,43,32
2024-06-30,"Castle Hayne","New Hanover",34.364167,-77.838611,6,2024,17.5,24
2024-06-30,"Clemmons Middle","Forsyth",36.026612,-80.341962,6,2024,37,36
2024-06-30,"Durham Armory","Durham",36.0329550008979,-78.904037,6,2024,44,34
2024-06-30,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2024,36,42
2024-06-30,"Hattie Avenue","Forsyth",36.11094,-80.224501,6,2024,46,37
2024-06-30,"Leggett","Edgecombe",35.988278,-77.5843,6,2024,39,33
2024-06-30,"Linville Falls","Avery",35.972347,-81.933072,6,2024,NA,31
2024-06-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2024,47,42
2024-06-30,"Millbrook School","Wake",35.856111,-78.574167,6,2024,35,34
2024-06-30,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2024,37,31
2024-06-30,"West Johnston Co.","Johnston",35.59095,-78.4622,6,2024,33,32
2024-07-01,"Bryson City","Swain",35.434767,-83.442133,7,2024,25,42
2024-07-01,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,26,30
2024-07-01,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,34,49
2024-07-01,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,35,33
2024-07-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,44
2024-07-01,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,41,50
2024-07-01,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,37,48
2024-07-01,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,15,34
2024-07-01,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,46
2024-07-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,28,42
2024-07-01,"Millbrook School","Wake",35.856111,-78.574167,7,2024,19,37
2024-07-01,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,17,33
2024-07-01,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,19,36
2024-07-02,"Bryson City","Swain",35.434767,-83.442133,7,2024,44,41
2024-07-02,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,15,41
2024-07-02,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,22,71
2024-07-02,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,44,54
2024-07-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,44
2024-07-02,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,28.5,49
2024-07-02,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,24,84
2024-07-02,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,30,42
2024-07-02,"Linville Falls","Avery",35.972347,-81.933072,7,2024,21,47
2024-07-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,26,58
2024-07-02,"Millbrook School","Wake",35.856111,-78.574167,7,2024,27.5,54
2024-07-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,28,44
2024-07-02,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,41,54
2024-07-03,"Bryson City","Swain",35.434767,-83.442133,7,2024,38,39
2024-07-03,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,12.5,38
2024-07-03,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,44,64
2024-07-03,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,54,67
2024-07-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,38
2024-07-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,49,74
2024-07-03,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,49,67
2024-07-03,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,39,50
2024-07-03,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,47
2024-07-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,51,51
2024-07-03,"Millbrook School","Wake",35.856111,-78.574167,7,2024,42,71
2024-07-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,23,47
2024-07-03,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,52,77
2024-07-04,"Bryson City","Swain",35.434767,-83.442133,7,2024,53,36
2024-07-04,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,17,37
2024-07-04,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,58,45
2024-07-04,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,56,42
2024-07-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,31
2024-07-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,61,39
2024-07-04,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,68,46
2024-07-04,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,42,48
2024-07-04,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,38
2024-07-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,61,46
2024-07-04,"Millbrook School","Wake",35.856111,-78.574167,7,2024,56,45
2024-07-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,36,45
2024-07-04,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,53,45
2024-07-05,"Bryson City","Swain",35.434767,-83.442133,7,2024,37,23
2024-07-05,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,21,35
2024-07-05,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,50,38
2024-07-05,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,60,32
2024-07-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,23,42
2024-07-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,52.5,37
2024-07-05,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,57,41
2024-07-05,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,53,43
2024-07-05,"Linville Falls","Avery",35.972347,-81.933072,7,2024,33,27
2024-07-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,65,41
2024-07-05,"Millbrook School","Wake",35.856111,-78.574167,7,2024,55.5,41
2024-07-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,47,41
2024-07-05,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,53,42
2024-07-06,"Bryson City","Swain",35.434767,-83.442133,7,2024,26,32
2024-07-06,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,30,34
2024-07-06,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,29,44
2024-07-06,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,44,39
2024-07-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,44
2024-07-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,28,45
2024-07-06,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,35,46
2024-07-06,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,51,45
2024-07-06,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,31
2024-07-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,35,51
2024-07-06,"Millbrook School","Wake",35.856111,-78.574167,7,2024,47,48
2024-07-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,50,40
2024-07-06,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,58,40
2024-07-07,"Bryson City","Swain",35.434767,-83.442133,7,2024,28,26
2024-07-07,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,23.5,31
2024-07-07,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,32,29
2024-07-07,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,42,28
2024-07-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,34
2024-07-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,27,35
2024-07-07,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,39,31
2024-07-07,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,44,35
2024-07-07,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,30
2024-07-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,38,29
2024-07-07,"Millbrook School","Wake",35.856111,-78.574167,7,2024,51,28
2024-07-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,47,38
2024-07-07,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,46,31
2024-07-08,"Bryson City","Swain",35.434767,-83.442133,7,2024,26,31
2024-07-08,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,15,27
2024-07-08,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,34,44
2024-07-08,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,40,35
2024-07-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,21,36
2024-07-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,29,74
2024-07-08,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,46,58
2024-07-08,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,NA,39
2024-07-08,"Linville Falls","Avery",35.972347,-81.933072,7,2024,25,26
2024-07-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,43,47
2024-07-08,"Millbrook School","Wake",35.856111,-78.574167,7,2024,44.5,44
2024-07-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,32,33
2024-07-08,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,41,39
2024-07-09,"Bryson City","Swain",35.434767,-83.442133,7,2024,27,25
2024-07-09,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,12.5,24
2024-07-09,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,36,50
2024-07-09,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,41,NA
2024-07-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,26
2024-07-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,38,45
2024-07-09,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,43,64
2024-07-09,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,NA,33
2024-07-09,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,31
2024-07-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,53,43
2024-07-09,"Millbrook School","Wake",35.856111,-78.574167,7,2024,42,42
2024-07-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,25,30
2024-07-09,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,44,39
2024-07-10,"Bryson City","Swain",35.434767,-83.442133,7,2024,19,36
2024-07-10,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,12.5,29
2024-07-10,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,30,46
2024-07-10,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,51,38
2024-07-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,50
2024-07-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,28,41
2024-07-10,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,35,48
2024-07-10,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,21,32
2024-07-10,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,44
2024-07-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,37,40
2024-07-10,"Millbrook School","Wake",35.856111,-78.574167,7,2024,46,36
2024-07-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,19,27
2024-07-10,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,46,37
2024-07-11,"Bryson City","Swain",35.434767,-83.442133,7,2024,26,41
2024-07-11,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,14.5,26
2024-07-11,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,22.5,51
2024-07-11,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,37,45
2024-07-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,18,58
2024-07-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,24.5,74
2024-07-11,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,26.5,61
2024-07-11,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,24,26
2024-07-11,"Linville Falls","Avery",35.972347,-81.933072,7,2024,20,42
2024-07-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,22,49
2024-07-11,"Millbrook School","Wake",35.856111,-78.574167,7,2024,32,44
2024-07-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,18,20
2024-07-11,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,39,42
2024-07-12,"Bryson City","Swain",35.434767,-83.442133,7,2024,40,42
2024-07-12,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,32.5,29
2024-07-12,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,28,30
2024-07-12,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,21,24
2024-07-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,45
2024-07-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,37,32
2024-07-12,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,30,32
2024-07-12,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,11,24
2024-07-12,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,43
2024-07-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,26,30
2024-07-12,"Millbrook School","Wake",35.856111,-78.574167,7,2024,19,22
2024-07-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,27,22
2024-07-12,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,22,21
2024-07-13,"Bryson City","Swain",35.434767,-83.442133,7,2024,52,44
2024-07-13,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,24.5,35
2024-07-13,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,25,46
2024-07-13,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,24,32
2024-07-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,58
2024-07-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,31,77
2024-07-13,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,29,51
2024-07-13,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,29,28
2024-07-13,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,40
2024-07-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,27,44
2024-07-13,"Millbrook School","Wake",35.856111,-78.574167,7,2024,31,36
2024-07-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,37,31
2024-07-13,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,35,31
2024-07-14,"Bryson City","Swain",35.434767,-83.442133,7,2024,51,40
2024-07-14,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,47.5,44
2024-07-14,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,53,44
2024-07-14,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,56,47
2024-07-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,43,61
2024-07-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,53,50
2024-07-14,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,55.5,50
2024-07-14,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,53,41
2024-07-14,"Linville Falls","Avery",35.972347,-81.933072,7,2024,40,47
2024-07-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,54,58
2024-07-14,"Millbrook School","Wake",35.856111,-78.574167,7,2024,55,47
2024-07-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,56,47
2024-07-14,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,55,46
2024-07-15,"Bryson City","Swain",35.434767,-83.442133,7,2024,53,38
2024-07-15,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,56,41
2024-07-15,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,55,50
2024-07-15,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,64,77
2024-07-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2024,NA,42
2024-07-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,57,80
2024-07-15,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,58,64
2024-07-15,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,58,46
2024-07-15,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,40
2024-07-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,59,100
2024-07-15,"Millbrook School","Wake",35.856111,-78.574167,7,2024,65,93
2024-07-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,62,49
2024-07-15,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,61,51
2024-07-16,"Bryson City","Swain",35.434767,-83.442133,7,2024,45,29
2024-07-16,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2024,50.5,40
2024-07-16,"Clemmons Middle","Forsyth",36.026612,-80.341962,7,2024,55,43
2024-07-16,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2024,63,45
2024-07-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2024,53,49
2024-07-16,"Hattie Avenue","Forsyth",36.11094,-80.224501,7,2024,59,47
2024-07-16,"Leggett","Edgecombe",35.988278,-77.5843,7,2024,60,50
2024-07-16,"Linville Falls","Avery",35.972347,-81.933072,7,2024,NA,28
2024-07-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2024,58,64
2024-07-16,"Millbrook School","Wake",35.856111,-78.574167,7,2024,67,58
2024-07-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2024,63,44
2024-07-16,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2024,62,67
2024-07-17,"Bryson City","Swain",35.434767,-83.442133,7,2024,41,30
