"Date","Daily.AQI.Value","Local.Site.Name","AQS.Parameter.Description","County","Site.Latitude","Site.Longitude"
2024-05-28,49,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-05-29,61,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-05-30,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-05-31,64,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-01,61,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-02,51,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-03,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-04,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-05,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-06,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-07,67,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-08,84,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-09,50,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-10,51,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-11,64,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-12,64,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-13,58,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-14,67,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-15,74,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-16,58,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-17,47,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-18,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-19,45,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-20,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-21,42,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-22,29,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-23,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-24,45,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-25,50,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-26,54,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-27,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-28,74,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-29,45,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-06-30,36,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-01,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-02,74,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-03,74,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-04,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-05,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-06,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-07,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-08,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-09,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-10,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-11,50,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-12,28,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-13,37,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-14,58,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-15,61,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-16,54,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-17,42,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-18,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-19,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-20,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-22,29,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-23,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-24,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-25,29,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-26,24,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-27,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-28,50,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-29,37,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-30,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-07-31,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-01,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-02,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-03,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-04,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-05,21,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-06,18,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-07,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-08,30,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-09,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-10,37,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-11,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-12,36,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-13,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-14,49,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-15,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-16,51,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-17,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-18,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-19,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-20,38,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-21,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-22,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-23,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-24,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-25,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-26,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-27,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-28,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-29,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-30,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-08-31,45,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-01,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-02,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-03,38,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-04,36,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-05,35,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-06,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-07,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-08,34,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-09,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-10,47,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-11,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-12,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-13,30,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-14,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-15,30,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-16,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-17,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-18,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-19,29,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-20,38,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-21,47,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-22,41,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-23,34,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-24,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-25,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-26,22,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-27,30,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-28,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-29,36,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-09-30,37,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-01,22,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-02,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-03,34,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-04,38,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-05,43,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-06,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-07,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-08,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-09,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-10,37,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-11,31,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-12,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-13,58,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-14,46,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-15,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-16,29,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-17,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-18,38,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-19,42,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-20,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-21,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-22,50,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-23,44,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-24,49,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-25,48,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-26,45,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-27,33,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-28,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-29,36,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-30,40,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-10-31,39,"Honeycutt School","Ozone","Cumberland",35.0023035275774,-78.9916923423935
2024-03-01,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-02,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-03,27,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-04,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-05,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-06,25,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-07,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-08,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-09,29,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-10,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-11,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-12,54,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-13,64,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-14,87,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-15,50,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-16,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-17,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-18,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-19,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-20,58,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-21,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-22,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-23,35,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-24,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-25,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-26,42,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-27,25,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-28,26,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-29,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-30,67,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-03-31,61,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-01,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-02,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-03,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-04,42,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-05,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-06,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-07,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-08,49,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-09,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-10,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-11,38,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-12,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-13,47,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-14,58,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-15,71,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-16,74,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-17,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-18,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-19,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-20,33,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-21,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-22,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-23,50,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-24,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-25,61,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-26,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-27,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-28,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-29,49,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-04-30,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-01,47,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-02,58,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-03,49,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-04,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-05,27,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-06,34,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-07,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-08,38,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-09,42,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-10,38,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-11,42,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-12,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-13,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-14,35,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-15,27,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-16,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-17,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-18,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-19,33,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-20,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-21,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-22,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-23,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-24,41,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-25,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-26,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-27,38,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-28,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-29,50,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-30,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-05-31,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-01,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-02,47,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-03,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-04,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-05,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-06,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-07,64,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-08,87,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-09,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-10,54,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-11,61,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-12,64,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-13,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-14,61,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-15,77,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-16,58,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-17,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-18,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-19,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-20,41,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-21,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-22,29,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-23,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-24,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-25,67,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-26,51,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-27,54,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-28,61,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-29,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-06-30,32,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-01,41,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-02,71,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-03,64,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-04,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-05,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-06,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-07,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-08,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-09,33,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-10,35,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-11,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-12,25,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-13,35,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-14,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-15,50,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-16,58,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-17,42,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-18,41,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-19,40,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-20,32,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-21,29,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-22,27,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-23,30,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-24,29,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-25,29,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-26,22,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-27,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-28,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-29,35,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-30,34,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-07-31,48,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-01,47,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-02,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-03,34,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-04,30,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-05,20,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-06,17,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-07,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-08,30,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-09,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-10,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-11,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-12,31,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-13,36,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-14,47,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-15,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-16,49,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-17,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-18,43,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-19,39,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-20,37,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-21,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-22,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-23,45,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-24,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-25,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-26,44,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-27,54,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-28,46,"Wade School","Ozone","Cumberland",35.1487,-78.7068
2024-08-29,50,"Wade School","Ozone","Cumberland",35.1487,-78.7068
